normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,brand_nonbrand_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,in_gsc_queries,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,gsc_total_clicks,gsc_total_impressions,gsc_weighted_ctr,gsc_best_position_guess,gsc_distinct_pages_count,gsc_possible_cannibalization_guess,gsc_top_page_guess,gsc_top_page_clicks,gsc_top_page_impressions,gsc_top_page_route_guess,gsc_top_page_type_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,seo_opportunity_type,seo_opportunity_reason,ppc_seo_overlap_guess,ppc_seo_notes,ads_priority_guess,keep_review_pause_guess,notes
isoleren buitenmuur binnenzijde,isoleren buitenmuur binnenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.329205,1.314836,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren buitenmuur buitenzijde,isoleren buitenmuur buitenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,99,0.511816,1.494504,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren buitenmuur buitenzijde kostprijs,isoleren buitenmuur buitenzijde kostprijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren buitenmuur kosten,isoleren buitenmuur kosten,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren buitenmuur met spouw,isoleren buitenmuur met spouw,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,80,1.163465,2.882137,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren buitenmuur zonder spouw,isoleren buitenmuur zonder spouw,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,1,1.05,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isoleren buitenzijde gevel,isoleren buitenzijde gevel,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,320,HIGH,100,0.7866,3.18701,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 320, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
isoleren enkelsteens buitenmuur,isoleren enkelsteens buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,97,0.308911,1.36787,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren gevel buitenzijde,isoleren gevel buitenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,True,False,True,False,320,HIGH,100,0.7866,3.18701,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Core,"PAUSED,ENABLED",,,,,,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 320, no mapped route",in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
isoleren halfsteens buitenmuur,isoleren halfsteens buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,40,MEDIUM,66,0.175165,1.044353,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren muur binnenzijde,isoleren muur binnenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,40,HIGH,100,0.359506,2.010965,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren muur buitenzijde,isoleren muur buitenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,94,0.574898,2.70916,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren steens buitenmuur,isoleren steens buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,95,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren van buitenaf,isoleren van buitenaf,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,4,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isoleren van buitenmuren,isoleren van buitenmuren,other,commercial_investigative,nl,NL,nonbrand,True,True,False,False,False,False,1000,HIGH,100,0.679856,2.509194,1000,HIGH,100,0.679856,2.509194,2.509194,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 1000, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
isoleren van buitenmuur zonder spouw,isoleren van buitenmuur zonder spouw,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolerend stucwerk,isolerend stucwerk,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
isolerend stucwerk buiten,isolerend stucwerk buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolerende gevelbekleding,isolerende gevelbekleding,bekleden,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolerende platen buitenmuur,isolerende platen buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,95,0.512543,1.047227,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolerende steenstrips,isolerende steenstrips,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isoned gevelisolatie,isoned gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,LOW,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isover gevelisolatie,isover gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
ispo gevelisolatie,ispo gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,41,0.930737,1.883263,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
ispo stucwerk,ispo stucwerk,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
kalkstuc buitengevel,kalkstuc buitengevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,43.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
kant en klare stuc voor buiten,kant en klare stuc voor buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
keimwerk schoonmaken,keimwerk schoonmaken,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,52.0,1,False,https://bm-klus-bv.nl/gevel-schilderen/,0,1,/gevel-schilderen/,service,/gevel-schilderen/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
kingspan buitengevelisolatie,kingspan buitengevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,True,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Materialen,PAUSED,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_ads_only,"paid only, no organic signal in GSC",low,,
kingspan gevelisolatie,kingspan gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,20,HIGH,100,0.625377,1.049273,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
klus,klus,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,0.0,10.4,1,False,https://bm-klus-bv.nl/,0,42,/,home,/,home,medium,"from GSC top page (0 clicks, 42 impr)",high,striking_distance,"pos 10.4, 42 impr, CTR 0.0000",in_gsc_only,"organic only, no ads presence",,,
klus bedrijf,klus bedrijf,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
klus bedrijven,klus bedrijven,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
klusbedrijf goeree overflakkee,klusbedrijf goeree overflakkee,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0.0,24.75,1,False,https://bm-klus-bv.nl/,0,4,/,home,/,home,medium,"from GSC top page (0 clicks, 4 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
klusbedrijf rotterdam,klusbedrijf rotterdam,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,0.0,50.44,1,False,https://bm-klus-bv.nl/,0,41,/,home,/,home,medium,"from GSC top page (0 clicks, 41 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
klussen rotterdam,klussen rotterdam,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0.0,62.71,1,False,https://bm-klus-bv.nl/,0,7,/,home,/,home,medium,"from GSC top page (0 clicks, 7 impr)",low,weak_signal,"7 impr, pos 62.7",in_gsc_only,"organic only, no ads presence",,,
klussenbedrijf 010 rotterdam,klussenbedrijf 010 rotterdam,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,46.0,1,False,https://bm-klus-bv.nl/,0,2,/,home,/,home,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
kluswerk,kluswerk,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,17.5,1,False,https://bm-klus-bv.nl/,0,2,/,home,/,home,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
knauf buitengevelisolatie,knauf buitengevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,LOW,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
knauf gevelisolatie,knauf gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,20,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
knauf gevelisolatiesysteem b1,knauf gevelisolatiesysteem b1,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
knauf skin gevelisolatie,knauf skin gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,43,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
knauf skin gevelisolatiesysteem,knauf skin gevelisolatiesysteem,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,LOW,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
knauf sm 700 pro,knauf sm 700 pro,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,4.5,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
kooltherm k5 buitengevelplaat,kooltherm k5 buitengevelplaat,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
kosten behangklaar stucen,kosten behangklaar stucen,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,70.0,1,False,https://bm-klus-bv.nl/muren-stucen/,0,1,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
kosten buiten stucwerk,kosten buiten stucwerk,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,0.0,31.98,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,113,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 113 impr)",medium,low_ctr_high_impressions,"113 impr, CTR 0.0000, pos 32.0",in_gsc_only,"organic only, no ads presence",,,
kosten buitengevelisolatie,kosten buitengevelisolatie,prijs_kosten,commercial,nl,NL,nonbrand,True,False,True,True,False,True,10,MEDIUM,58,0.795941,1.841561,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,PAUSED,1,0,0.0,0.0,Gevelisolatie - Core,,,False,0,1,0.0,16.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,1,/gevelisolatie/,service,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",low,,
kosten buitengevelisolatie per m2,kosten buitengevelisolatie per m2,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,62,0.31974,1.274651,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
kosten buitenmuur isoleren,kosten buitenmuur isoleren,prijs_kosten,commercial,nl,NL,nonbrand,True,False,True,False,True,False,50,HIGH,84,0.728753,1.8748,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,"ENABLED,PAUSED",,,,,,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,none,,in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
kosten buitenmuur isoleren en stucen,kosten buitenmuur isoleren en stucen,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
kosten buitenmuur stucen,kosten buitenmuur stucen,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,0.0,22.03,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,30,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 30 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
kosten buitenmuurisolatie,kosten buitenmuurisolatie,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,96,0.602271,1.586375,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
kosten buitenstucwerk,kosten buitenstucwerk,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,0.0,33.09,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,186,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 186 impr)",medium,low_ctr_high_impressions,"186 impr, CTR 0.0000, pos 33.1",in_gsc_only,"organic only, no ads presence",,,
kosten crepi per m2,kosten crepi per m2,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
kosten gevel isoleren,kosten gevel isoleren,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,40,HIGH,78,1.222078,3.161142,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
kosten gevel schilderen,kosten gevel schilderen,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,19.0,1,False,https://bm-klus-bv.nl/gevel-schilderen/,0,1,/gevel-schilderen/,service,/gevel-schilderen/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
kosten gevelisolatie,kosten gevelisolatie,prijs_kosten,commercial,nl,NL,nonbrand,True,False,True,True,False,True,170,MEDIUM,61,0.737113,2.230467,,,,,,,1,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,"ENABLED,PAUSED",1,0,0.0,0.0,Gevelisolatie - Kosten & Prijs,,,False,0,37,0.0,18.15,2,False,https://bm-klus-bv.nl/gevelisolatie/kosten/,0,27,/gevelisolatie/kosten/,cluster,/gevelisolatie/kosten/,cluster,high,keyword contains cost/price signal; confirmed by GSC evidence,medium,none,moderate planner volume,in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",low,,
kosten gevelisolatie buitenzijde,kosten gevelisolatie buitenzijde,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,True,False,True,40,HIGH,74,0.689475,1.813852,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Core,,,False,0,2,0.0,16.5,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,2,/gevelisolatie/,service,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,none,,in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",,,
kosten gevelisolatie m2,kosten gevelisolatie m2,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
kosten gevelisolatie per m2,kosten gevelisolatie per m2,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,LOW,32,0.665283,2.944492,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
